result,cleaned
-1,"แนวไหนครับ ถ้าแนวกินปันผลไปเรื่อยๆ แน่นอน 6าททุกปี ก็ใช่ครับ

แต่เข้าให้ถูกจังหวะ ออกให้ถูกจังหวะ ก็ได้ทั้ง Capital Gain และปันผล เคยถืออยู่ ีกว่า ตอนนั้นทุนเฉลี่ยอยู่ที่ x ตอนขาย x แต่ถ้าขายตั้งแต่ปีที่ จะขายได้ราคา xบาท แต่ตอนนั้นตัดสินใจผิดเลยต้องถือยาวอีกปีกว่า"
1,"อ่านข่าวมาครับ



ขอบคุณครับ"
1,ขอบคุณครับ
-1,ได้มา ฮืออออ ไม่คิดว่าจะปิด 0
1,ให้ชนะเลิศเลยค่ะ ขอไม่ลงแข่งนะคะ 55555
1,"ข่าวเพิ่มเติม











ขอบคุณครับ"
1,เพิ่งรับวันนี้ไป ไม้ครับ
1,"มีโอกาสไหมครับ

ขอบคุณครับ
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
1,ผมนี่ 555รอต่อไม้สอง
-1,"จะมีโอกาสลงมาถึง 
ตัวนี้เคยซื้อเมื่อ มค  ราคา บาท
แล้วซื้ออีกที  กพ  ราคา จากนั้นราคาก็ไหลลง ไม่ได้ซื้อเพิ่มอีก  
วันที่ เมย  ราคาขึ้นมาที่ เลยยกขายหมดเลย
ไม่รู้ว่าราคาจะซ้ำรอยเดิมเมื่อปี  หรือเปล่า  เมื่อวันศุกร์ปิดที่ราคา บาท คิดว่าราคาถูกแล้ว แต่อาจจะมีถูกกว่าอีก"
1,ผมก็ เหมือนคุณ รอไม้ไม่ทราบจะเข้าที่เท่าไหร่ครับ
1,6 ค่ะ ไม่ต่างกัน จับมือแน่นๆ 5555
1,ครับ ชนะครับ
1,ขอบคุณครับ
-1,รอ ที่ต่ำกว่า ครับ
1,ขอบคุณครับ
1,ขอบคุณครับ
1,ขอบคุณครับ
0,"เม่าหลงกลขายหมูหมดเล้า เขย่าๆๆๆ แล้วไปต่อยาวเลยคับจ้าว



ของเค้าดีจริงๆ"
-1,คาดอยมารับหน่อย
1,วันจันทร์จะวิ่งเหรอครับ พี่คิดว่าไงครับผม
-1,ไม่รู้เลยค่ะ พี่ติดดอยอยู่
1,"มายกมือขายหมูครับ
รับมา  ขายไป 7แต่ก็อย่างว่า ผมสายขายหมูประจำอยู่ละ 555"
1,ได้ดีกว่าเสียครับ อิอิ
1,"ส่วนตัวผมชอบรูปแบบรายการที่เน้นข่าวที่มีประโยชน์ต่อสังคม การเมือง เศรษฐกิจ สังคม ส่วนตัวเรื่องเนื้อหา รูปแบบรายการผมให้เต็ม  ครับ แต่สิ่งที่อยากให้ปรับปรุงคือการอ่านของผู้ดำเนินรายการที่อ่านไว ผิดๆถูกๆ ไม่แน่ใจว่าเพราะรีบหรือเปล่านะครับ เพราะ MC แต่ละคนก็มีประสบการณ์จากรายการหุ้น เศรษฐกิจมาก่อน เช่น money ch now
ท่านอื่นๆมีมุมมองอย่างไรบ้างครับ
แก้ไขข้อความเมื่อ  กรกฎาคม เวลา  น"
